%time,field.header.seq,field.header.stamp,field.header.frame_id,field.vector.x,field.vector.y,field.vector.z
1505402120161957042,17124,1505402120161646981,ardrone_base_link,-0.365636229515,-0.658145189285,-0.658145189285
1505402120170393831,17125,1505402120170245661,ardrone_base_link,-0.365636229515,-0.658145189285,-0.658145189285
1505402120170641055,17126,1505402120170275169,ardrone_base_link,-0.324442833662,-0.486664265394,-0.811107099056
1505402120176198251,17127,1505402120176051767,ardrone_base_link,-0.324442833662,-0.486664265394,-0.811107099056
1505402120179094524,17128,1505402120178940912,ardrone_base_link,-0.311399579048,-0.544949233532,-0.77849894762
1505402120183929302,17129,1505402120183684950,ardrone_base_link,-0.311399579048,-0.544949233532,-0.77849894762
1505402120189292307,17130,1505402120189046002,ardrone_base_link,-0.46569031477,-0.232845157385,-0.853765547276
1505402120193789570,17131,1505402120193602949,ardrone_base_link,-0.46569031477,-0.232845157385,-0.853765547276
1505402120199049872,17132,1505402120198861755,ardrone_base_link,-0.379304766655,-0.463594734669,-0.800754547119
1505402120205040316,17133,1505402120204885213,ardrone_base_link,-0.379304766655,-0.463594734669,-0.800754547119
1505402120210543879,17134,1505402120210321660,ardrone_base_link,-0.179143592715,-0.537430763245,-0.824060499668
1505402120215237422,17135,1505402120215086958,ardrone_base_link,-0.179143592715,-0.537430763245,-0.824060499668
1505402120218835926,17136,1505402120218685109,ardrone_base_link,-0.457495719194,-0.457495719194,-0.762492895126
1505402120223776425,17137,1505402120223582035,ardrone_base_link,-0.457495719194,-0.457495719194,-0.762492895126
1505402120229105524,17138,1505402120228891575,ardrone_base_link,-0.261785149574,-0.560968160629,-0.785355448723
1505402120234145229,17139,1505402120234002766,ardrone_base_link,-0.261785149574,-0.560968160629,-0.785355448723
1505402120241988261,17140,1505402120241785504,ardrone_base_link,-0.315244168043,-0.709299385548,-0.630488336086
